,label,text,osp
1337,disgust,A friend prepared a soup with chicken heads and invited me to eat it. I saw the eyes staring at me and the tongues hanging out of the bills. I was so disgusted that I felt nausea and had to leave the room.,0
1338,shame,I am troubled by hair growing in my neck. I was troubled by this for a long time and was much ashamed when someone brought his/her hands close to my face.,2
1339,guilt,"I live with my boyfriend, we have a close relationship, I fell in love with another man.",0
1340,anger,Insulted for no reason.,0
1341,shame,On own reading book. Recall came to mind of slight sexual exploitation of a female (years ago) i.e. had her on even for sexual motives.,0
1342,shame,A friend of mine had said something about not liking to come to my place just before coming to my place.   In the meanwhile I got to learn about this from another friend of mine and when she arrived at my place I really treated her badly.  I was later ashamed of the way I had treated someone when the person was at my place.,2
1343,shame,When a close friend entrusted me with a secret and I let the cat out of the bag.,0
1344,sadness,"When I missed my train this morning, I felt sad for some time.",2
1345,shame,My inability to assert myself positively in a group.,2
1346,guilt,I lost a conference because I hadn't got in touch with a certain person to inform her that I would go with her. I thought she knew what I wanted.,2
1347,shame,Once I spoke without thinking very much - it was quite a nonsense.,0
1348,anger,In a course I thought that I deserved good marks but I only got ordinary marks with no justification as to why I was given these marks.,0
1349,disgust,When a skunk invaded camp.,1
1350,disgust,Doing this pointless questionnaire.,2
1351,shame,Failing an examn.,1
1352,joy,The day I got a telegram telling me that I had been selected for a B.A at UNZA.  I felt happy because I had not expected to be selected.,2
1353,fear,Before the examn.,2
1354,disgust,I have a horror of spiders and snakes. On a walk through the wood I saw the body of a slow-worm (without the head).,1
1355,joy,When I get a hug from someone I love.,0
1356,anger,When I was accused of having planned my friend's outing at secondary school (boarding) as we were not allowed to go out.,1
1357,guilt,"In a playground I was playing at the seesaw with a little niece. I wanted to stop but nobody came to help me. When I got off, all alone the seesaw fell down with a big smash. My niece got hurt above her eye. Now there is a scar.",1
1358,anger,Insulted by some stupid people.,1
1359,disgust,"I felt disgust with a man I had trusted and respected, to whose problems I had always shown deep understanding.",0
1360,disgust,"The repression of rioting and non-rioting ""Blacks"" in South Africa by the police of that ""Democracy"".",2
1361,anger,I felt anger at my roommate due to his habit of leaving dirty dishes in the sink and generally not cleaning after himself.,1
1362,disgust,"Someone, who was sitting very close to me, was smoknig in the compartment of an air conditioned mini-bus.",0
1363,disgust,"There is a girl at my work that doesn't take care much of her hygiene she comes always with her hair oiled, a not very agreable smell, and a bad appearance. Beside this she tries to be nice.",2
1364,shame,"When I was little and didn't own up to placing a lolly on the varnish, this pulled it all off and I didn't admit my guilt.",1
1365,guilt,"Once I was not able to give a relative, who was in a critical period, a helping hand.  Whenever I think about it I feel guilty  for letting down the person who trusted me to give him a helping hand.",2
1366,guilt,Before going to school I usually take something to eat right at school and this time I took Father's money without him knowing it. I felt guilty and I returned the money.,0
1367,joy,"When I was offered a high position of trust, which I later accepted.",0
1368,guilt,When I think that I do not study enough.  After the weekend I think that I should have been able to have accomplished something during that time.,2
1369,disgust,"I detested my father who was a drunkard.  He would rave, threaten and blame my mother and me.  He finally drove us away from home.",1
1370,anger,"Recently when my sister, who is four years younger than me and very spoiled, shouted at my mother for no apparent reason .  The heart-broken expression on my mother's face made me feel very angry.",1
1371,fear,"When I left a carnaval ball at 4 o'clock a.m. I was alone in a foreign city and I had to go back home, when a guy appeared and tried to ""catch me"".",2
1372,disgust,"I broke an egg, with which there was something wrong, into a little cup. There was a thick white ""wad"" in it. I tried to take it out and throw it in the sink.",1
1373,anger,"It was quite recently, at the football match between the national teams of Bulgaria and France. I felt strong anger with the Scottish referee who ran the match quite partially.",2
1374,fear,Small car accident. Black ice on the road - cars in front of us started zig-zagging and so did we. Car in front did a 180¦ turn we followed and ended up in a gully.,1
1375,disgust,"When thieves broke into our house, I was disgusted by their behaviour.  They did not find anything so they broke things like the windows, glasses etc.",1
1376,shame,There was a time when my room looked terribly untidy; just at that time my aunt came to see me; fortunately I could prevent her from entering the room.,0
1377,anger,I came out of the house at 7:20 am Monday morning getting ready t go to school and fight for a parking when I saw my car had a flat tire.,2
1378,disgust,With the N.Z. Rugby Union wanting to send the All Blacks to South Africa.,2
1379,sadness,When I came to know that a girl I was fond of already had a boyfriend.,0
1380,joy,When I got myself the kind of girlfriend I had been hunting for a long time.,2
1381,sadness,I couldn't be with a girl on whom I was very keen.,0
1382,joy,"New year's eve 1983/1984, I met my girlfriend.  We stood on the steps outside her parents home and I kissed her for the first time.",2
1383,sadness,At the beginning of the year I moved to a new city - I felt sad as I had to leave many friends and family members behind.,1
1384,disgust,"I saw a septic, smelling wound.",1
1385,joy,"A person with whom I had been on bad terms, gave me a present. We became reconciled.",1
1386,disgust,I was disgusted when my brother was arrested because of stealing money.,1
1387,shame,I was ashamed when I got the lowest result (mark) in class. All the same I didn't worry too much because I knew I would have got much better if I had read enough.,0
1388,sadness,"The person whom I liked most left me for a friend of mine, after several months of mutual help and a profound knowledge of each other.",0
1389,anger,There was a lot of irritation between me and a person who lives in the same house where I live. Suddenly it became too much for me and I accused him of several things.,2
1390,disgust,"On a trip to Santander a child sitting beside me fell ill and started to vomit, seeing this made me feel very bad.",1
1391,joy,Yesterday when I received a B on a history midterm. I felt overjoyed after having received C's previously.,2
1392,sadness,Finding out about the university does not have enough foreign currency to buy the yournals in your reference list.,1
1393,disgust,A friend of mine remembered me when she needed me and did not even think about me when she did not need me.,1
1394,guilt,When once my mother asked me to do some work for her at home because she was busy and moreover this work was to be done by a man. But it remained undone.,2
1395,sadness,After my father's death.,1
1396,joy,When we took out an 84 year old woman for the evening and had hamburgers. She described the evening out as her happiest night out in 20 years.,0
1397,disgust,Cueing in the students dining hall.,2
1398,anger,The juniors in our dormitory at school started to complain and make a lot of noise about the duties assigned to them by the prefect who was my class-mate and was very cool and dull.,2
1399,shame,I came home from a party rather drunk. I said things I would never have said normally. Next morning I was terribly ashamed about what I had said.,1
1400,anger,When I was beaten up by thieves on behalf of some friends of mine as they thought that I had a lot of money and would not part with a few coins for their drinks.,2
1401,guilt,When I broke something and a friend of mine was blamed.,1
1402,shame,"Talking about a person's unattractiveness, not realizing that the person was listening.",1
1403,anger,My younger brother and I had been fighting over the TV/Video. He kept on turning it on and off every 2 seconds and was not listening to my authority and was being cheeky. We fought and I ended up in tears - he'd won.,1
1404,anger,"I was annoyed when a person higher up asked me why a particular job was not done, it was not my job to do it.  ",1
1405,anger,Being sexually assulted on a bus.,0
1406,anger,I wanted to borrow lecture notes from a friend and he did not lend me them.,1
1407,guilt,"As I could not be home before midnight I called home at 11.30 and asked them to leave the door open so that I could get in.  I actually woke up the whole family by calling them so late.  My mother could not go back to sleep, besides she had a conference   the next day and really needed to sleep.",1
1408,shame,"I told evil lies about a close friend of mine.  I was evil in order to sound jolly, to charm a person whom I wanted to impress.  I sold my friend, I was despicable.",1
1409,sadness,"I lost my grandfather whom I loved very much.  I had not known that he had been ill for a very time, when I received this message he was already dead.",2
1410,fear,When I was ten I got shut in the school with a friend.  I had to jump out of a window and cross a beam 10 metres high.,2
1411,anger,"My father called me (behind my mother's back) and told me that my mother disapproved my behavior in the weekend. However, he didn't tell me the details and left me with unanswered questions.",1
1412,fear,When I have to go in for an exam and the examinor is a person with a whimsical character and unsteady requirements.,2
1413,joy,When I came across an old friend whom I had not seen for a very long time.,1
1414,sadness,When a class-mate died.,2
1415,fear,I was afraid that I would fail an examination.,1
1416,sadness,When my dog died.,1
1417,guilt,We had had a party the night before and we still had some liquors left the morning after. I went to the kitchen pretending to prepare some tea and was caught by my fiancee pouring some rum down my throat.,1
1418,sadness,I was sad when my MCE grades were out. I had gone for a football match a mile away from home. The mail found me there. I was disappointed and didn't play the other half of the match.,1
1419,anger,I received a poor grade on a midterm even though I got all the right answers and knew the material. I went to the TA to try to raise my grade and he wouldn't do it.,2
1420,guilt,When I told my uncle a false story - that people had stolen the books from my room and I demanded money from him.  When he found out the truth I was in trouble.,1
1421,joy,My 3 children - each top his class in the final exams 1984.,2
1422,fear,I confronted a bigger person than I and almost got into a fight.,1
1423,fear,I was driving and a deer suddenly appeared in front of the car when there was a lot of traffic behind me.,2
1424,fear,"The day I was nearly stabbed to death by ruffians who wanted to take my money.  I refused to give them any money and they started running after me, I ran into somebody else's house to save myself.",1
1425,guilt,Telling white lies.,0
1426,guilt,I always feel guilty when I see my mother sad or fed up with life. I really dont know the reason.,0
1427,joy,Made a wonderful driend who understands me.,0
1428,shame,At an exam in pharmacology I tried to prompt a coleague (she asked me something) and the assistant professor made me a sharp remark.,0
1429,disgust,I thought that the guy I had been associating with for over a year went out 2 or 3 times with a high school girl whom he claimed not to like.,2
1430,guilt,"My brother wanted money but I refused to give it to him, two days later he stole it from my father.",1
1431,sadness,"I hadn't been at my parent's place for a long time. When I went to visit them I had high expectations, but when I was there it was very different from what I expected.",2
1432,joy,"At a success of mine, at a real achievement.",0
1433,disgust,"One day I was going through the street door of my house, when a man asked me for a doctor.  He then showed me his genitals and asked me to cure him myself.",2
1434,sadness,When my girlfriend left me.,2
1435,shame,"When I overtook a car on the mainroad, misjudging the distance of an oncoming car and this resulted in tooting and flashing from the other driver (we could have collided), and I had an acquaintance in the car with me.",2
1436,disgust,I felt disgusted at the environment while getting back to my student lodging. I did not see anything in the suburb which had been planned by taking people's comfort into account.,1
1437,disgust,"The time I went to see one of my girlfriends at Area 18 I found that she was not there but in the room she was sleeping, in the same room there were some women visitors with children so the room was smelling very badly with some faeces and urine in it so I didn't stay any longer.",1
1438,disgust,I felt disgusted when I was in a helpless position at the loss of my fiancee.,1
1439,shame,I borrowed a gold bracelet without the girl's knowledge. I had it for so long I had to keep it. To this day I feel ashamed at myself for having it. I never wear the thing anymore.,1
1440,joy,Spontaneous picnic with sister and friend and children - great.,0
1441,anger,"When my friend promised that she would come to my place, and did not turn up - I was annoyed at her.",1
1442,joy,"When I was able to buy my new car, after lots of problems.",2
1443,disgust,Saw my brother-in-law insulting my sister.,1
1444,disgust,I had a very good friend (boy) and I thought I could rely on him but he behaved badly with a girl who used to trust us completely.,0
1445,disgust,Our boarder burping after meals !,2
1446,sadness,When my grandmother died.,1
1447,anger,An unjust calumny concerning me.,1
1448,shame,I felt shame when I was asked by my cousin that I promised to buy her a birthday present but I didn't buy it for her in front of friends.,1
1449,sadness,When I was told that my uncle had passed away.,2
1450,shame,My girl-friend and I live in one flat with another couple. We get along very well and usually we share everything. Once we two were sitting in our room and eating a cake when the others came in.,0
1451,anger,"I was annoyed this particular day as it seemad that the odds were not in my favour.  My grandfather added fuel to the fire, when I  had an important appointment so I unleashed my anger on him.",2
1452,disgust,When I was about to clean the draining board and saw it looked underneath the sink (I live in a students hostel).,2
1453,guilt,When I stole something.,1
1454,joy,Getting the top price in the football pools.,0
1455,shame,I was ashamed at myself when I saw that the other boys and girls   of my age earn a lot of money by doing very good and hard work. ,0
1456,guilt,"During the military service, I lost a part of an equipment; I accused another person and he was rebuked and punished.",1
1457,guilt,I went to a friend's baptism as she became a Christian after me and I realized that she was more enthusiastic about her spiritual life than I was.  When I was with my brothers and sisters of Christ I had a guilty feeling which could not be dismissed easily.  When pepole asked me as to when I would be baptised my guilt feeling deepened.,2
1458,joy,A friend of mine travelled very far. I miss her but feel joy too because fer life is taking the right direction as she wants. So I feel joy for her mainly.,0
1459,sadness,"After I had lived with my boyfriend in a foreign country for half a year, I saw that it was impossible for me to stay with him (for economic reasons). We separated although I loved him.",0
1460,fear,Reading a horror story alone.,1
1461,fear,A few weeks back my daughter had very high fever and I was scared that it might lead to brain damage or convulsions.,2
1462,disgust,When I learned that a relative had been spreading rumours about me.,2
1463,shame,China cannot buy your reference.,1
1464,disgust,I felt disgust when I kissed a guy that I know. I was on the outs with my boyfriend and this person appeared but he has nothing to do with me.,2
1465,guilt,Leaving a friend of mine alone at a dance - I felt I should have kept her company.,2
1466,fear,I was walking down a road and suddenly a few dogs appeared at a fence and started barking angrily.  They were jumping and it seemed that they would come for me any time.,2
1467,guilt,"When ,due to hunger and tiredness, I became generally irritated with my fiancee and made cutting remarks which really hurt him.  Later I realized that my unfounded irritation had hurt the person I love most on earth.",1
1468,guilt,I added a little   ?   to a yield in an experiment to get more of a yield.,2
1469,disgust,Being in a Malaysian city with my girlfriend coming out of a picture theatre - seeing her rush up to a taxi that a very old sick man was trying to get to. Seeing her take over the taxi.,2
1470,guilt,When a patient had died soon after I had told the guardian to wait outside the ward.,1
1471,sadness,Guy I cared for went back to Canada to live.,0
1472,disgust,A woman picked her nose and spit right next to me.,0
1473,joy,"Hearing that I had been successful in getting a position whereby my financial, physical, spiritual and emotional needs will be well catered for. This position fulfils a lot of my aims for the last five years of my life.",0
1474,joy,I felt vvery happy when I was accepted at UNZA for my studies.  I had not expected this as I had been ill during the exams.,1
1475,shame,"A serious drug error while nursing that I knew I was responsible for (patient lived, no complications fortunately).",0
1476,joy,When I heard that someone who is very close to me did very well in the exams despite having fooled around a lot.,0
1477,anger,I was given an exam which I thought did not measure at all my ability or my knowledge of the subject.,1
1478,shame,When my best friend foud out I'd been lying about something I'd been doing behind her back.,0
1479,anger,Doing a group assignment and being left to do all the work and take the blame for any mistakes.,1
1480,sadness,When I realized that I was in hospital after a car accident and that I had a scleral tear in my left eye.,1
1481,guilt,"I was once called in court in Zemba Traditional court to answer a charge of impregnanting a young lady, I felt guilty for she had some letters which I used to write her as an exhibit in court.",2
1482,joy,Discussing psychology with my friends before the lecture.,2
1483,sadness,"When my grandmother, my second mother died.",1
1484,fear,"One night, when I got out from the University I saw two strange people near my car. When I got near, they moved away, and then came close again. I had a feeling that they were assaulters. After I left I discovered that the windshield was broken.",2
1485,anger,Being insulted in public.,1
1486,anger,When I found out that my sister had been playing with my confidential things which she had taken from my hand-bag.,2
1487,guilt,"Two days after the above incident, I was thinking about my morally shameful act and I felt sorry for that incident, but it was too late, however I did realize this.",2
1488,disgust,A girl I do not like kept coming to me and talking to me.,1
1489,disgust,In a certain occasion I saw a dog in the street eating something so strange gooey that I wasn't able to eat lunch because I remembered the scene all the time.,0
1490,guilt,When I realized that not all my friends like the comments that I pass in their presence.,1
1491,shame,"When I told my sister I had slept with my boyfriend, and she at first was mad at me I then felt shame for this act, but not guilt.",1
1492,fear,I was on my way home when suddenly Gule Wamkulu came from the bush and blocked the road. I was in fear and didn't know what to do.,2
1493,fear,When I had to walk along a dark road alone.,1
1494,anger,My family told me to leave if I was not willing to accept the conditions they imposed on me.,1
1495,fear,One evening my father told me to go into the cellar and get him a beer. I was terribly frightened at the idea of a man sitting in the cellar and assaulting me. For my defence I took an empty bottle with me.,2
1496,sadness,"When a girl did not answer a question, concerning my love for her, put forward to her.",2
1497,sadness,"My sister, whom I like very much, asked me for a favour which I refused her for some flimsy reason. Some time later I felt sorry for that and something like sadness.",2
1498,fear,"Afraid of getting alone without friends, without anybody.",2
1499,fear,The last time I was face to face with with the monstrous dog which lives in my street.,1
1500,disgust,Some students trying to please the lecturer.,0
1501,fear,"My mother, my sister and I were sitting in the sitting room and watching a film on TV. My father came home drunk and told us to turn off. When we did not do that he switched off the fuse and started shouting. We were sitting in the dark and I was afraid that he would do us a harm.",1
1502,guilt,I felt guilty after stealing a cookery book from my colleagues.,1
1503,joy,"When I was with the girl I love very much, for the graduatiion ball.",0
1504,joy,When I was accepted as a student.,0
1505,sadness,When my family and I heard of the death of my grandfather.  We had  seen him a few weeks earlier and it seemed that he had just been waiting to see us.,2
1506,guilt,"I didn't tell my parents exacly what had made me so late in getting home one night. I left out some details and somehow, I felt I had lied to them.",2
1507,shame,Once when I said bad things concerning a friend.,1
1508,disgust,When I saw a spider.,2
1509,fear,I was walking to my car at night and thought that I was being followed.,0
1510,anger,The government's announcement of the withdrawal of the student allowances in 1984.,2
1511,sadness,When my grandparents moved to another part of the town.,2
1512,shame,"I was nailed. I lied in connection with a book which I took from the library, because I had to keep it for a longer time.",2
1513,joy,"I feel unbelievably happy about the relationship between my boyfriend and me, it is a reoccurring feeling.",0
1514,disgust,When I read racist slogans on the walls.,1
1515,joy,"Football was a very big deal at my high school, so I was joyous when my school's team won the conference championship last year.",2
1516,shame,Saw a beggar on the street (China still so poor).,1
1517,fear,"When I saw the movie ""Poltergist"".",2
1518,sadness,When my parents did not let me go on a study tour.,1
1519,joy,It was in December last year that I was chosen to come to this Institution to study as a Medical Assistant.,2
1520,joy,When I was informed that a short story I had written had been accepted for publication.,1
1521,disgust,"When I was denied my favourite dish at the dinning hall (shima with roast chicken), I felt disgusted.",1
1522,disgust,When I noticed two spiders running on the floor in different directions.,2
1523,anger,My roommate being unconsiderate.,2
1524,fear,Ran into a parking car on a bicycle.,2
1525,shame,The fact that I was pregnant. I was always considered level headed and did not have sex until 18 and out of high school.,1
1526,fear,"I was visiting my parents in law when the house was invaded by three strange men, and they committed an armed assault.",2
1527,joy,When my son returned from mountaineering - healthy in body and soul.,0
1528,guilt,"I was so excited once that I told my classmate that she was old, this hurt her and I felt guilty.",1
1529,shame,In a party of friends I got completely drunk.,0
1530,guilt,"I went shopping with my mother and sister (17 years old). Mother always told my sister what she should buy. Instead of assisting my sister in defending herself against mother's interference, I just behaved aggressively towards my sister.",0
1531,fear,Crossing a street of several ways the cars began to move and I thought that I was going to be trampled.,2
1532,joy,When my elder sister had a baby girl.  She was the first girl in the family after 19 years of baby boys.,2
1533,fear,I had been drinking with a pal and I later (1 o' clock) had a date  with my fiancee.  We were going to a Spanish lesson and I was afraid that she would smell that I had been drinking.,1
1534,joy,When my boyfriend last told me he loved me after I gave him an impulsive kiss.,0
1535,fear,I was in form five at the boarding school and my friends and I had gone drinknig beer in the nearby village.  And we were caught red handed there by a form master.,2
1536,anger,When the dean of UNZA asked me to vacate a big flat I was occupying and take up a smaller one as I was becoming a full time student at UNZA.,2
1537,joy,"After a one year's stay abroad, I returned home. I was even more glad to see how much my family was pleased to see me.",0
1538,anger,"A person close to me mistook my good intentions for bad, and therefore associated unpleasant traits to me.",1
1539,sadness,"When I read the diary of the girl with whom I was living, it was about another boy with whom she had been going around some time back.",2
1540,guilt,"When I blamed my niece for misplacing my book, she denied having touched or seen it but I carried on insisting that it was her.",1
1541,sadness,I was not chosen for the All English class.,1
1542,guilt,When I offended my parents without wanting it.,1
1543,sadness,When my elder brother died.,1
1544,joy,I felt joy when I saw my daughter after a separation of twenty days.,0
1545,joy,When I was selected to this university despite my having studyied in difficulty throughout my secondary school days.,1
1546,anger,"I typed up a letter for this physician at work. She didn't care for my style, even though she was not using correct English. I told her it was her letter and we would do it her way.",2
1547,guilt,When I beat up a first year student at my secondary school in my capacity as the deputy head boy.  He had woken up late in the  morning for manual work.,2
1548,shame,"I was watching T.V with my parents and some pornographic scenes came on, I felt uncomfortable and tried to distract my parents attention by talking to them.",2
1549,disgust,When somebody made me touch human faeces.,2
1550,sadness,When the girl whom I have lusted after expressed reciprocal feelings and then days later changed her mind.,0
1551,joy,"I am not especially good at English, and after the high school graduation exam in English I tensely waited for the result the whole day.  In the evening, when I heard that I had done excellently, I became very happy and the anxiety vanished.  My family was at home.",0
1552,sadness,I didn't get the job I wanted.,1
1553,fear,When my dog ran out on thin ice last spring.,1
1554,shame,The mother of a friend of mine passed by me and saw me sitting on a boy's lap.  I tried to greet her but could not help blushing.,1
1555,fear,I was driving and stopped at a stop light. I was planning to make a right turn as soon as it was clear. It was clear on the left so I started but a man was just in front of the car.,0
1556,sadness,Disappointed by a friend.,1
1557,disgust,"A few days after I had finished the relationship with my boyfriend, we had a quarrel. Then he hit me. At that moment I found him disgusting.",1
1558,joy,Having passed the exam required to be an authorized Radio/TV dealer.,1
1559,shame,I was embarassed at the exam in microbiology. I was ashamed with myself - how little I knew and how good was the examinor. I rarely become ashamed.,2
1560,guilt,"Some boys told me your nickname is ""Little Girl Doctor"", I did not tell them off and laughed with them.",1
1561,sadness,A break-up with someone I really liked.,0
1562,joy,The day I learnt that I had been admitted to the university.,2
1563,anger,Meddlesomeness of my mother about the way I live. She thinks I am to free in my behavior for instance when a boyfriend stays the night.,2
1564,joy,Receiving a letter form a girl that means a lot to me emotionally.,0
1565,joy,I realized that a fellow member had grown spiritually.  I was the leader of a spiritual group and had prayed for him.  He did not want to burn the incense but his mother forced him to do it.  Finally his mother told him that he could discontinue if he got good results at school.,2
1566,fear,"Fights that I see in the middle of the street, robberies, fear of darkness when going home.",1
1567,joy,Accepted by the college football team.,0
1568,shame,When I am in an auditorium with people and I ask a silly question so that everyone starts to laugh.,1
1569,fear,I am afraid before an exam or colloquium.,1
1570,shame,I am chosen for the English lectures instead of my good friend and people told me that girls are more likely to be chosen.,0
1571,sadness,"Felt sad about some street kids in QUEII square, Aotea square. Because they had been sniffing glue and some were very young. I went into the role of a performing clown.",2
1572,anger,When present boyfriend's mother approached my parents and self - to leave her son alone - as she did not want me for a future daughter-in-law.,1
1573,disgust,"When I was still a child, I saw a horror film on TV in which there was a rotten human skull.",1
1574,shame,Parents finding out I smoked.,2
1575,anger,"One night I could not practise my violin as my family was watching T.V with the lights off, so I wanted to listen to some tapes.  It was dark so I asked my brother to bring me a torch, however he scolded me.  I was so angry that I slammed my violin on the floor.",1
1576,shame,When I was twelve I was babysitting some children but I did not act very responsibly and one of them was injured.,1
1577,anger,I bought a new bed for my apt. and it squeaks when you move on it. I tried to fix it but could not.,1
1578,fear,Walking in the dark I saw something strange.,1
1579,fear,I felt very frightened when a robber broke into our house and threatened to shoot my father if he did not part with some money.  I was looking at the man with his hand on the trigger.,1
1580,fear,When diving deep into the sea to reach the floor I felt breathless. I was cautious but I doubted I should be able to come to the surface and inhale.,0
1581,fear,"Years ago, on my way to school by the forest path I came across an exhibitionist.",1
1582,sadness,"Losing my girlfriend who made an end to our relationship. By this I lost an important source of support, certainty and joyful moments. I cried very intensly when that happened.",1
1583,fear,"A ""near-accident"" in a car, driving too fast on an icy road.",2
1584,disgust,My father is someone I disgust. So when he comes close to me a feeling of disgust overwhelms me. When I stay a week-end at my parent's place I will remember it for long time.,2
1585,anger,My class leader told me I am not chosen for your English lectures.,1
1586,disgust,Such a feeling springs up in me sometimes when I have meals at a catering establishment. It is a result either of the look of the food or when watching the way some people eat.,2
1587,sadness,Finding out that my best friend could not go to university.,2
1588,anger,My friends promised me that they would definitely call me to tell me if they were visiting me or not.,1
1589,sadness,I had had a farewell party at the place where I had been working for a year.  That night I could not fall off to sleep.  I was sad thinking that I would not see my nice fellow workers again.,1
1590,sadness,When I noticed obvious marks of old age (in a negative sense) on a close relative of mine.,0
1591,disgust,"In a lift a drunken, fat and untidy man tried to make advances at me.",1
1592,fear,Stranded in the north of Fraser Island with a submerged 4 WD hire vehicle.,2
1593,joy,When my brother came back home after staying in hospital. He had undergone an operation which had been a matter of life or death. When he came home I could see him smile for the first time after may weeks.,2
1594,disgust,Overeating a traditional type of food - blood pudding.,2
1595,fear,While paddling in the river during a storm.  I feared drowning.,1
1596,guilt,"When in grade 3, late home from school every day for weeks because of harassment from a grade 7 boy I lied to mother about why I was home late.",2
1597,sadness,When I came to know that my grandmother had died.  She was very close to me.,0
1598,fear,We were in the country and I walked away from the others one night.  Suddenly something moved sharply in front of me and I was not able to see what it was.,2
1599,fear,When they threatened me with a knife to take my money.,1
1600,sadness,When my grandmother died.,1
1601,disgust,"On a trip abroad, a lady-like member of our group turned out to be an alcoholic.  She spoilt many days of my holidays because of her behaviour and paranoia.",1
1602,sadness,Failed an examn.,1
1603,fear,"My illness a few years back.  I was sevely down with malaria and asthma, I had lost my health, charm and cheerfulness completely.",2
1604,joy,My mother along with some of my friends gave me a surprise birthday party - they invited a large number of my friends along too.,2
1605,sadness,A friend of mine called me when I was not at home.  I phoned her back to know what she wanted and she told me that she had dialled the wrong number.,1
1606,sadness,I felt sad when I was told to walk out of the classroom because I was within the row of students who were making noise.,1
1607,shame,"My boyfriend had drunk too much and beaten me. When I had to show the letter the door, which was almost crashed, I felt ashamed.",2
1608,fear,"Once, when I was very young, my mother left me alone in the house and came back very late.",0
1609,joy,When I got a letter from home.,2
1610,disgust,A brother from one of the Christian fellowship often phoned me and talked to me for half an hour or more.  However there was nothing important in the conversation and I found the person very disgusting.,2
1611,joy,Finding out that I am not ill (not seriously).,1
1612,shame,"When I sat in the wrong discussion section in the beginning of the semester. I insisted on being in the right section and the TA's list should have included my name. When I found out that I was in the wrong, I apologized, turned red and left.",1
1613,joy,When I passed the B.A exams with first class results.,0
1614,fear,"When I was cycling through the park late one night, two people jumped out of the woods and tried to stop me.  There were shouting something at the same time.",2
1615,anger,Discussing with a certain person about a job I was getting and that perosn was negative and pessimistic.,1
1616,sadness,Finding out that the girl I like does not like me.,1
1617,guilt,Recently when I made a slip and blurted out indecent words in my mother's presence.,0
1618,disgust,My brother caught a spider and let his frog eat it.,2
1619,joy,Our basketball team is undefeated in league play (4-0) currently.,2
1620,disgust,"When I was touring Asia with my present football team, I saw old Europeans with young asiatic prostitutes.",2
1621,shame,"First weekend back home after one week at Uni I scolded one of my sister's best friends for using our telephone. Very silly, but I was annoyed because she was there at a time when I needed to be with my family.",2
1622,fear,"One evening, in the tramway, I was afraid of two drunk men molesting my girlfriend and me.",1
1623,guilt,The cat of my landlady escaped through the window which I had left open.,1
1624,joy,My friend took me to Civo Stadium to watch and listen to the music of the International singer Sam Mangwana. I had no hope of going there since I had no money so he gave me the money for admission.,0
1625,sadness,My uncle died - I felt sad at the funeral.,2
1626,anger,When my dad told me about something he had done against my mother.,2
1627,joy,Joy at meeting a woman I love very much.,0
1628,sadness,I feel sad about an event I can not influence.,1
1629,guilt,My younger sister was almost run over by a lorry.,2
1630,sadness,"My sister was in a hospital, later in the evening we received the information that she had died.",2
1631,anger,"When I saw a big man hit another one, and nobody did anything.",2
1632,shame,Fooling around with this guy I did not know.,1
1633,guilt,I told my parents (or more realistically) would not do what they wanted me to do anymore. I guess I sort of betrayed them after all they had done for me.,1
1634,disgust,I had intercourse with someone and then I realized that what I had done was wrong and it disgusted me.,1
1635,disgust,I was in the cafeteria at the university and a class-mate told me that a friend of hers had had all her teeth taken out because of an infection caused by her eating a rat's nail in her hamburger.,2
1636,joy,When I was admitted to the Institute. I had problems with many people about my applying for this institute and I decided to prove that one can pass excellently without visiting any preparatory couse. That is - I proved what I could do on my own.,2
1637,joy,Scoared a goal in a football match.,0
1638,disgust,We had a birthday party with 5 friends. One of us frequently used hard drugs. On the party I discovered that the other 3 friends also used them. While we agreed we would help the big user to stop using it.,2
1639,fear,"I was with a friend in a stationed car when, suddenly a man appeared on my side and an other with a gun on his side the hold-up lasted a few minutes but it was terrible. I had never seen a gun so close.",1
1640,guilt,Going out with another girl besides my girlfriend and not telling her.,1
1641,joy,"The day the results of the university entrance exam was published, I found my canditate number and I was very excited.",2
1642,sadness,I was once nominated as an Officer Cadet in the Armed Forces and my name was cancelled on the list of nominees of those who were sent to Kenya for Training.,0
1643,anger,When friends try to put me down or hurt me.  ,1
1644,joy,When my girlfriend became pregnant.,1
1645,sadness,"In a social situation I became interested in a woman. We talked, we laughed, we enjoyed each other. She desappeared for a few minutes, and a little after appeared with an other man.",2
1646,shame,When I broke a tea saucer. I felt ashamed. This was during the birthday of my girlfriend.,2
1647,disgust,"I found out accidentaly that while my uncle was away in Canada, my aunt had been bedding a young man on a regular basis.",2
1648,disgust,Some students whose English is worse than mine can go to your lectures (English lectures).,1
1649,joy,I asked someone to go out and she accepted right away.,0
1650,fear,The emotion came when I misbehaved at school and the Principal threatened me that I was going to be expelled.,2
1651,guilt,When I committed the sin of immorality mentioned before.,0
1652,anger,I felt angry when I was told that I had not been selected to go to the University.,1
1653,guilt,When I had an argument with my grandfather the day my younger brother was born.,2
1654,sadness,My father left us for another woman.,2
1655,joy,Got in touch with earlier friends after a long absence.,2
1656,sadness,"Two little children (5/6 years old) begging for money, and noone gave them money.",2
1657,anger,"I was angry at my brother over an argument we had together.  We do have a few fights from time to time, and also at times I take out my anger on him.",1
